Description	ID	Arabidopsis	Medicago	Coffe
Cc06_g11160	Cc06_g11170_12659	0	0	1
Cc06_g11170	Cc06_g11200_12660	0	0	1
Cc06_g11200	Cc06_g11210_12661	0	1	2
Cc06_g11210	Cc06_g11220_12662	0	0	1
Cc06_g11220	Cc06_g11240_12663	0	0	1
Cc06_g11240	Cc06_g11260_12664	1	0	1
Cc06_g11260	Cc06_g11280_12665	0	0	1
Cc06_g11280	Cc06_g11310_12666	0	0	1
Cc06_g11310	Cc06_g11350_12667	3	1	1
Cc06_g11350	Cc06_g11360_12668	0	0	1
Cc06_g11360	Cc06_g11410_12669	0	0	1
Cc06_g11410	Cc06_g11430_12670	0	0	1
Cc06_g11430	Cc06_g11490_12671	0	0	1
Cc06_g11490	Cc06_g11520_12672	1	1	1
Cc06_g11520	Cc06_g11560_12673	1	1	1
Cc06_g11560	Cc06_g11570_12674	0	0	1
Cc06_g11570	Cc06_g11660_12675	0	0	1
Cc06_g11660	Cc06_g11760_12676	0	0	1
Cc06_g11760	Cc06_g11770_12677	0	0	1
Cc06_g11770	Cc06_g11800_12678	0	0	1
Cc06_g11800	Cc06_g11810_12679	1	0	1
Cc06_g11810	Cc06_g11820_12680	0	0	1
Cc06_g11820	Cc06_g11930_12681	0	0	1
Cc06_g11930	Cc06_g12050_12682	0	0	1
Cc06_g12050	Cc06_g12060_12683	1	10	2
Cc06_g12060	Cc06_g12100_12684	0	0	1
Cc06_g12100	Cc06_g12140_12685	0	0	1
Cc06_g12140	Cc06_g12160_12686	1	0	1
Cc06_g12160	Cc06_g12170_12687	0	0	1
Cc06_g12170	Cc06_g12240_12688	1	1	1
Cc06_g12240	Cc06_g12250_12689	1	0	1
Cc06_g12250	Cc06_g12270_12690	0	0	1
Cc06_g12270	Cc06_g12290_12691	0	0	1
Cc06_g12290	Cc06_g12330_12692	0	0	1
Cc06_g12330	Cc06_g12350_12693	0	0	1
Cc06_g12350	Cc06_g12380_12694	0	0	1
Cc06_g12380	Cc06_g12440_12695	0	0	1
Cc06_g12440	Cc06_g12500_12696	0	0	1
Cc06_g12500	Cc06_g12560_12697	2	4	2
Cc06_g12560	Cc06_g12620_12698	0	0	1
Cc06_g12620	Cc06_g12750_12699	1	0	1
Cc06_g12750	Cc06_g12760_12700	0	0	1
Cc06_g12760	Cc06_g12840_12701	1	0	1
Cc06_g12840	Cc06_g12850_12702	0	0	1
Cc06_g12850	Cc06_g12870_12703	0	0	2
Cc06_g12870	Cc06_g12880_12704	0	0	1
Cc06_g12880	Cc06_g12890_12705	0	0	1
Cc06_g12890	Cc06_g12930_12706	0	0	1
Cc06_g12930	Cc06_g13000_12707	0	0	1
Cc06_g13000	Cc06_g13010_12708	0	0	1
Cc06_g13010	Cc06_g13020_12709	0	0	1
Cc06_g13020	Cc06_g13070_12710	0	0	1
Cc06_g13070	Cc06_g13100_12711	1	1	1
Cc06_g13100	Cc06_g13180_12712	0	0	1
Cc06_g13180	Cc06_g13420_12713	0	0	1
Cc06_g13420	Cc06_g13460_12714	0	0	1
Cc06_g13460	Cc06_g13470_12715	0	0	1
Cc06_g13470	Cc06_g13480_12716	0	0	1
Cc06_g13480	Cc06_g13500_12717	0	0	1
Cc06_g13500	Cc06_g13520_12718	0	0	1
Cc06_g13520	Cc06_g13530_12719	0	0	1
Cc06_g13530	Cc06_g13540_12720	0	0	1
Cc06_g13540	Cc06_g13620_12721	0	0	1
Cc06_g13620	Cc06_g13650_12722	0	0	1
Cc06_g13650	Cc06_g13660_12723	0	0	1
Cc06_g13660	Cc06_g13700_12724	0	0	1
Cc06_g13700	Cc06_g13710_12725	0	0	1
Cc06_g13710	Cc06_g13770_12726	0	0	1
Cc06_g13770	Cc06_g13800_12727	4	3	2
Cc06_g13800	Cc06_g13850_12728	0	0	1
Cc06_g13850	Cc06_g13870_12729	0	0	1
Cc06_g13870	Cc06_g13880_12730	3	0	2
Cc06_g13880	Cc06_g13890_12731	0	0	1
Cc06_g13890	Cc06_g13900_12732	0	0	1
Cc06_g13900	Cc06_g13910_12733	0	0	1
Cc06_g13910	Cc06_g13970_12734	0	0	1
Cc06_g13970	Cc06_g14000_12735	0	0	1
Cc06_g14000	Cc06_g14050_12736	0	0	1
Cc06_g14050	Cc06_g14060_12737	0	0	2
Cc06_g14060	Cc06_g14100_12738	0	0	1
Cc06_g14100	Cc06_g14110_12739	0	0	1
Cc06_g14110	Cc06_g14350_12740	0	0	1
Cc06_g14350	Cc06_g14370_12741	0	0	1
Cc06_g14370	Cc06_g14420_12742	0	0	1
Cc06_g14420	Cc06_g14440_12743	0	0	4
Cc06_g14440	Cc06_g14470_12744	0	0	1
Cc06_g14470	Cc06_g14530_12745	3	2	3
Cc06_g14530	Cc06_g14540_12746	0	0	1
Cc06_g14540	Cc06_g14550_12747	0	2	1
Cc06_g14550	Cc06_g14610_12748	0	0	1
Cc06_g14610	Cc06_g14640_12749	0	0	1
Cc06_g14640	Cc06_g14660_12750	0	0	1
Cc06_g14660	Cc06_g14670_12751	0	0	1
Cc06_g14670	Cc06_g14720_12752	0	0	1
Cc06_g14720	Cc06_g14740_12753	0	0	1
Cc06_g14740	Cc06_g14750_12754	0	0	1
Cc06_g14750	Cc06_g14770_12755	0	0	1
Cc06_g14770	Cc06_g14780_12756	0	0	1
Cc06_g14780	Cc06_g14790_12757	0	0	1
Cc06_g14790	Cc06_g14810_12758	0	0	1
Cc06_g14810	Cc06_g14830_12759	0	0	1
Cc06_g14830	Cc06_g14890_12760	3	2	1
Cc06_g14890	Cc06_g14900_12761	0	0	1
Cc06_g14900	Cc06_g14910_12762	0	0	1
Cc06_g14910	Cc06_g14960_12763	0	0	2
Cc06_g14960	Cc06_g14980_12764	0	0	1
Cc06_g14980	Cc06_g14990_12765	0	0	1
Cc06_g14990	Cc06_g15020_12766	0	0	1
Cc06_g15020	Cc06_g15030_12767	0	0	1
Cc06_g15030	Cc06_g15110_12768	0	0	1
Cc06_g15110	Cc06_g15140_12769	0	0	1
Cc06_g15140	Cc06_g15200_12770	0	0	1
Cc06_g15200	Cc06_g15210_12771	1	0	1
Cc06_g15210	Cc06_g15220_12772	13	0	4
Cc06_g15220	Cc06_g15240_12773	0	0	1
Cc06_g15240	Cc06_g15270_12774	0	0	1
Cc06_g15270	Cc06_g15290_12775	0	0	1
Cc06_g15290	Cc06_g15330_12776	0	0	1
Cc06_g15330	Cc06_g15340_12777	0	0	1
Cc06_g15340	Cc06_g15450_12778	0	0	1
Cc06_g15450	Cc06_g15460_12779	0	0	1
Cc06_g15460	Cc06_g15510_12780	0	0	1
Cc06_g15510	Cc06_g15540_12781	0	0	1
Cc06_g15540	Cc06_g15560_12782	6	5	3
Cc06_g15560	Cc06_g15680_12783	0	0	1
Cc06_g15680	Cc06_g15690_12784	0	0	1
Cc06_g15690	Cc06_g15720_12785	0	0	1
Cc06_g15720	Cc06_g15740_12786	0	0	1
Cc06_g15740	Cc06_g15770_12787	1	3	1
Cc06_g15770	Cc06_g15780_12788	0	0	1
Cc06_g15780	Cc06_g15790_12789	0	0	1
Cc06_g15790	Cc06_g15800_12790	0	0	1
Cc06_g15800	Cc06_g15830_12791	8	0	2
Cc06_g15830	Cc06_g15910_12792	0	0	1
Cc06_g15910	Cc06_g15930_12793	0	0	1
Cc06_g15930	Cc06_g15950_12794	0	1	1
Cc06_g15950	Cc06_g15970_12795	1	0	1
Cc06_g15970	Cc06_g16010_12796	0	0	1
Cc06_g16010	Cc06_g16050_12797	0	0	1
Cc06_g16050	Cc06_g16070_12798	0	0	2
Cc06_g16070	Cc06_g16080_12799	0	0	2
Cc06_g16080	Cc06_g16090_12800	0	0	1
Cc06_g16090	Cc06_g16120_12801	0	0	1
Cc06_g16120	Cc06_g16210_12802	2	0	1
Cc06_g16210	Cc06_g16370_12803	0	0	1
Cc06_g16370	Cc06_g16410_12804	0	0	1
Cc06_g16410	Cc06_g16440_12805	0	0	1
Cc06_g16440	Cc06_g16490_12806	0	0	1
Cc06_g16490	Cc06_g16530_12807	0	0	1
Cc06_g16530	Cc06_g16550_12808	0	0	1
Cc06_g16550	Cc06_g16620_12809	3	0	2
Cc06_g16620	Cc06_g16630_12810	0	0	1
Cc06_g16630	Cc06_g16670_12811	0	0	1
Cc06_g16670	Cc06_g16840_12812	0	0	1
Cc06_g16840	Cc06_g16850_12813	0	0	1
Cc06_g16850	Cc06_g16870_12814	0	0	1
Cc06_g16870	Cc06_g16890_12815	0	0	1
Cc06_g16890	Cc06_g16930_12816	0	0	1
Cc06_g16930	Cc06_g16940_12817	0	0	1
Cc06_g16940	Cc06_g16980_12818	0	0	1
Cc06_g16980	Cc06_g17030_12819	0	0	1
Cc06_g17030	Cc06_g17040_12820	0	0	1
Cc06_g17040	Cc06_g17070_12821	0	1	1
Cc06_g17070	Cc06_g17080_12822	0	0	1
Cc06_g17080	Cc06_g17090_12823	0	0	1
Cc06_g17090	Cc06_g17100_12824	2	0	2
Cc06_g17100	Cc06_g17110_12825	2	0	1
Cc06_g17110	Cc06_g17120_12826	0	0	1
Cc06_g17120	Cc06_g17140_12827	0	0	1
Cc06_g17140	Cc06_g17170_12828	0	0	2
Cc06_g17170	Cc06_g17180_12829	0	0	1
Cc06_g17180	Cc06_g17190_12830	0	0	1
Cc06_g17190	Cc06_g17220_12831	2	1	1
Cc06_g17220	Cc06_g17250_12832	0	0	1
Cc06_g17250	Cc06_g17280_12833	0	0	1
Cc06_g17280	Cc06_g17300_12834	0	0	1
Cc06_g17300	Cc06_g17330_12835	0	0	1
Cc06_g17330	Cc06_g17340_12836	0	0	3
Cc06_g17340	Cc06_g17410_12837	0	0	1
Cc06_g17410	Cc06_g17420_12838	0	3	6
Cc06_g17420	Cc06_g17460_12839	0	0	1
Cc06_g17460	Cc06_g17470_12840	0	0	1
Cc06_g17470	Cc06_g17490_12841	0	0	1
Cc06_g17490	Cc06_g17530_12842	0	0	1
Cc06_g17530	Cc06_g17580_12843	0	0	1
Cc06_g17580	Cc06_g17610_12844	0	0	1
Cc06_g17610	Cc06_g17620_12845	0	0	1
Cc06_g17620	Cc06_g17710_12846	0	0	1
Cc06_g17710	Cc06_g17720_12847	0	0	1
Cc06_g17720	Cc06_g17730_12848	0	0	1
Cc06_g17730	Cc06_g17880_12849	0	0	1
Cc06_g17880	Cc06_g17890_12850	2	0	1
Cc06_g17890	Cc06_g17900_12851	0	0	1
Cc06_g17900	Cc06_g17910_12852	0	0	1
Cc06_g17910	Cc06_g17920_12853	0	0	1
Cc06_g17920	Cc06_g17950_12854	0	0	1
Cc06_g17950	Cc06_g17970_12855	0	0	1
Cc06_g17970	Cc06_g17980_12856	0	0	1
Cc06_g17980	Cc06_g17990_12857	0	0	1
Cc06_g17990	Cc06_g18010_12858	0	0	1
Cc06_g18010	Cc06_g18020_12859	0	0	1
Cc06_g18020	Cc06_g18040_12860	0	0	1
Cc06_g18040	Cc06_g18050_12861	0	0	1
Cc06_g18050	Cc06_g18130_12862	0	0	1
Cc06_g18130	Cc06_g18180_12863	0	0	1
Cc06_g18180	Cc06_g18330_12864	0	0	1
Cc06_g18330	Cc06_g18340_12865	0	0	1
Cc06_g18340	Cc06_g18350_12866	0	0	1
Cc06_g18350	Cc06_g18440_12867	0	0	1
Cc06_g18440	Cc06_g18500_12868	15	37	9
Cc06_g18500	Cc06_g18510_12869	0	0	1
Cc06_g18510	Cc06_g18650_12870	0	0	1
Cc06_g18650	Cc06_g18660_12871	0	0	1
Cc06_g18660	Cc06_g18670_12872	0	0	1
Cc06_g18670	Cc06_g18710_12873	0	0	1
Cc06_g18710	Cc06_g18720_12874	0	0	1
Cc06_g18720	Cc06_g18740_12875	0	0	1
Cc06_g18740	Cc06_g18750_12876	0	0	1
Cc06_g18750	Cc06_g18770_12877	0	0	1
Cc06_g18770	Cc06_g18790_12878	0	0	1
Cc06_g18790	Cc06_g18810_12879	0	0	1
Cc06_g18810	Cc06_g18840_12880	0	0	1
Cc06_g18840	Cc06_g18870_12881	2	0	1
Cc06_g18870	Cc06_g18880_12882	0	0	1
Cc06_g18880	Cc06_g18970_12883	0	0	1
Cc06_g18970	Cc06_g18990_12884	0	0	1
Cc06_g18990	Cc06_g19000_12885	0	0	1
Cc06_g19000	Cc06_g19010_12886	0	0	1
Cc06_g19010	Cc06_g19040_12887	0	0	1
Cc06_g19040	Cc06_g19070_12888	0	0	1
Cc06_g19070	Cc06_g19120_12889	1	2	3
Cc06_g19120	Cc06_g19190_12890	0	0	1
Cc06_g19190	Cc06_g19210_12891	0	2	3
Cc06_g19210	Cc06_g19230_12892	0	0	1
Cc06_g19230	Cc06_g19240_12893	0	0	1
Cc06_g19240	Cc06_g19250_12894	0	0	1
Cc06_g19250	Cc06_g19260_12895	0	0	1
Cc06_g19260	Cc06_g19280_12896	0	0	2
Cc06_g19280	Cc06_g19300_12897	0	0	1
Cc06_g19300	Cc06_g19320_12898	0	0	1
Cc06_g19320	Cc06_g19330_12899	0	0	1
Cc06_g19330	Cc06_g19360_12900	0	0	1
Cc06_g19360	Cc06_g19370_12901	1	1	1
Cc06_g19370	Cc06_g19380_12902	0	0	1
Cc06_g19380	Cc06_g19390_12903	0	0	1
Cc06_g19390	Cc06_g19410_12904	0	0	1
Cc06_g19410	Cc06_g19460_12905	0	0	1
Cc06_g19460	Cc06_g19470_12906	0	0	1
Cc06_g19470	Cc06_g19480_12907	0	0	1
Cc06_g19480	Cc06_g19520_12908	0	8	10
Cc06_g19520	Cc06_g19540_12909	0	0	1
Cc06_g19540	Cc06_g19550_12910	0	0	1
Cc06_g19550	Cc06_g19600_12911	0	0	3
Cc06_g19600	Cc06_g19610_12912	0	0	1
Cc06_g19610	Cc06_g19680_12913	0	0	1
Cc06_g19680	Cc06_g19690_12914	0	0	3
Cc06_g19690	Cc06_g19720_12915	0	0	1
Cc06_g19720	Cc06_g19730_12916	0	0	1
Cc06_g19730	Cc06_g19750_12917	0	0	1
Cc06_g19750	Cc06_g19760_12918	0	0	1
Cc06_g19760	Cc06_g19770_12919	0	0	1
Cc06_g19770	Cc06_g19810_12920	0	0	2
Cc06_g19810	Cc06_g19820_12921	0	0	1
Cc06_g19820	Cc06_g19830_12922	0	0	1
Cc06_g19830	Cc06_g19910_12923	0	0	1
Cc06_g19910	Cc06_g19930_12924	0	0	1
Cc06_g19930	Cc06_g19950_12925	0	0	1
Cc06_g19950	Cc06_g19960_12926	0	0	1
Cc06_g19960	Cc06_g19980_12927	0	0	1
Cc06_g19980	Cc06_g19990_12928	0	0	3
Cc06_g19990	Cc06_g20010_12929	0	0	1
Cc06_g20010	Cc06_g20020_12930	0	0	1
Cc06_g20020	Cc06_g20030_12931	0	0	1
Cc06_g20030	Cc06_g20070_12932	0	0	1
Cc06_g20070	Cc06_g20080_12933	9	1	1
Cc06_g20080	Cc06_g20090_12934	0	0	1
Cc06_g20090	Cc06_g20100_12935	0	0	1
Cc06_g20100	Cc06_g20130_12936	0	0	1
Cc06_g20130	Cc06_g20140_12937	0	0	1
Cc06_g20140	Cc06_g20170_12938	0	0	1
Cc06_g20170	Cc06_g20250_12939	0	0	1
Cc06_g20250	Cc06_g20260_12940	0	0	1
Cc06_g20260	Cc06_g20280_12941	0	0	1
Cc06_g20280	Cc06_g20290_12942	0	0	1
Cc06_g20290	Cc06_g20300_12943	0	0	1
Cc06_g20300	Cc06_g20310_12944	0	0	1
Cc06_g20310	Cc06_g20330_12945	0	0	1
Cc06_g20330	Cc06_g20340_12946	0	0	1
Cc06_g20340	Cc06_g20350_12947	0	0	1
Cc06_g20350	Cc06_g20400_12948	1	0	1
Cc06_g20400	Cc06_g20420_12949	0	0	1
Cc06_g20420	Cc06_g20430_12950	0	0	1
Cc06_g20430	Cc06_g20500_12951	0	0	1
Cc06_g20500	Cc06_g20530_12952	0	0	1
Cc06_g20530	Cc06_g20540_12953	0	0	1
Cc06_g20540	Cc06_g20560_12954	1	2	3
Cc06_g20560	Cc06_g20580_12955	0	0	1
Cc06_g20580	Cc06_g20590_12956	0	0	1
Cc06_g20590	Cc06_g20600_12957	0	0	1
Cc06_g20600	Cc06_g20610_12958	0	0	1
Cc06_g20610	Cc06_g20620_12959	0	0	1
Cc06_g20620	Cc06_g20630_12960	0	0	1
Cc06_g20630	Cc06_g20640_12961	0	0	1
Cc06_g20640	Cc06_g20650_12962	0	0	1
Cc06_g20650	Cc06_g20660_12963	5	0	2
Cc06_g20660	Cc06_g20680_12964	0	0	1
Cc06_g20680	Cc06_g20690_12965	0	0	1
Cc06_g20690	Cc06_g20700_12966	0	0	1
Cc06_g20700	Cc06_g20710_12967	0	0	1
Cc06_g20710	Cc06_g20720_12968	0	0	1
Cc06_g20720	Cc06_g20730_12969	0	0	1
Cc06_g20730	Cc06_g20740_12970	0	0	1
Cc06_g20740	Cc06_g20750_12971	0	2	9
Cc06_g20750	Cc06_g20780_12972	0	0	1
Cc06_g20780	Cc06_g20790_12973	0	0	1
Cc06_g20790	Cc06_g20820_12974	1	0	1
Cc06_g20820	Cc06_g20830_12975	0	0	1
Cc06_g20830	Cc06_g20880_12976	0	0	1
Cc06_g20880	Cc06_g20890_12977	0	0	1
Cc06_g20890	Cc06_g20900_12978	4	5	2
Cc06_g20900	Cc06_g20910_12979	0	0	1
Cc06_g20910	Cc06_g20930_12980	0	0	1
Cc06_g20930	Cc06_g20960_12981	2	5	1
Cc06_g20960	Cc06_g20980_12982	0	0	1
Cc06_g20980	Cc06_g21010_12983	0	0	1
Cc06_g21010	Cc06_g21020_12984	0	0	1
Cc06_g21020	Cc06_g21040_12985	0	0	1
Cc06_g21040	Cc06_g21050_12986	0	0	1
Cc06_g21050	Cc06_g21080_12987	0	0	1
Cc06_g21080	Cc06_g21090_12988	1	1	1
Cc06_g21090	Cc06_g21110_12989	0	0	1
Cc06_g21110	Cc06_g21120_12990	0	0	1
Cc06_g21120	Cc06_g21150_12991	0	0	1
Cc06_g21150	Cc06_g21180_12992	0	0	1
Cc06_g21180	Cc06_g21210_12993	0	0	1
Cc06_g21210	Cc06_g21230_12994	0	0	1
Cc06_g21230	Cc06_g21240_12995	0	0	1
Cc06_g21240	Cc06_g21250_12996	0	0	1
Cc06_g21250	Cc06_g21260_12997	0	0	1
Cc06_g21260	Cc06_g21270_12998	0	0	1
Cc06_g21270	Cc06_g21280_12999	0	0	1
Cc06_g21280	Cc06_g21290_13000	0	0	1
Cc06_g21290	Cc06_g21300_13001	0	0	1
Cc06_g21300	Cc06_g21330_13002	0	0	1
Cc06_g21330	Cc06_g21370_13003	0	0	1
Cc06_g21370	Cc06_g21400_13004	0	0	1
Cc06_g21400	Cc06_g21430_13005	0	0	2
Cc06_g21430	Cc06_g21480_13006	0	0	1
Cc06_g21480	Cc06_g21500_13007	0	0	1
Cc06_g21500	Cc06_g21520_13008	0	0	1
Cc06_g21520	Cc06_g21540_13009	0	0	1
Cc06_g21540	Cc06_g21590_13010	0	0	1
Cc06_g21590	Cc06_g21610_13011	0	0	1
Cc06_g21610	Cc06_g21620_13012	0	0	1
Cc06_g21620	Cc06_g21660_13013	0	0	1
Cc06_g21660	Cc06_g21690_13014	0	0	1
Cc06_g21690	Cc06_g21720_13015	0	0	1
Cc06_g21720	Cc06_g21800_13016	48	73	35
Cc06_g21800	Cc06_g21820_13017	0	0	1
Cc06_g21820	Cc06_g21850_13018	0	0	1
Cc06_g21850	Cc06_g21890_13019	0	0	1
Cc06_g21890	Cc06_g21900_13020	0	0	1
Cc06_g21900	Cc06_g21910_13021	0	0	1
Cc06_g21910	Cc06_g21920_13022	0	0	1
Cc06_g21920	Cc06_g21940_13023	0	0	1
Cc06_g21940	Cc06_g21950_13024	0	0	1
Cc06_g21950	Cc06_g21960_13025	0	0	1
Cc06_g21960	Cc06_g21970_13026	0	0	1
Cc06_g21970	Cc06_g21990_13027	0	0	1
Cc06_g21990	Cc06_g22010_13028	0	0	2
Cc06_g22010	Cc06_g22020_13029	0	0	1
Cc06_g22020	Cc06_g22060_13030	0	0	1
Cc06_g22060	Cc06_g22100_13031	4	0	1
Cc06_g22100	Cc06_g22140_13032	0	0	1
Cc06_g22140	Cc06_g22150_13033	0	0	1
Cc06_g22150	Cc06_g22160_13034	0	0	1
Cc06_g22160	Cc06_g22170_13035	1	4	1
Cc06_g22170	Cc06_g22180_13036	0	0	4
Cc06_g22180	Cc06_g22220_13037	0	0	1
Cc06_g22220	Cc06_g22230_13038	0	0	1
Cc06_g22230	Cc06_g22240_13039	0	0	1
Cc06_g22240	Cc06_g22270_13040	0	0	1
Cc06_g22270	Cc06_g22320_13041	0	0	1
Cc06_g22320	Cc06_g22340_13042	0	0	1
Cc06_g22340	Cc06_g22360_13043	0	0	1
Cc06_g22360	Cc06_g22370_13044	0	0	1
Cc06_g22370	Cc06_g22390_13045	1	0	13
Cc06_g22390	Cc06_g22410_13046	0	0	1
Cc06_g22410	Cc06_g22420_13047	0	0	1
Cc06_g22420	Cc06_g22440_13048	0	0	1
Cc06_g22440	Cc06_g22460_13049	0	0	1
Cc06_g22460	Cc06_g22510_13050	0	0	1
Cc06_g22510	Cc06_g22520_13051	0	0	5
Cc06_g22520	Cc06_g22530_13052	0	0	1
Cc06_g22530	Cc06_g22570_13053	0	0	1
Cc06_g22570	Cc06_g22630_13054	0	0	1
Cc06_g22630	Cc06_g22640_13055	0	0	1
Cc06_g22640	Cc06_g22650_13056	0	0	1
Cc06_g22650	Cc06_g22660_13057	0	0	3
Cc06_g22660	Cc06_g22750_13058	0	0	1
Cc06_g22750	Cc06_g22780_13059	3	1	2
Cc06_g22780	Cc06_g22800_13060	0	0	1
Cc06_g22800	Cc06_g22870_13061	0	0	2
Cc06_g22870	Cc06_g22880_13062	2	1	1
Cc06_g22880	Cc06_g22940_13063	0	0	1
Cc06_g22940	Cc06_g23020_13064	0	0	1
Cc06_g23020	Cc06_g23050_13065	0	0	1
Cc06_g23050	Cc06_g23060_13066	0	0	1
Cc06_g23060	Cc06_g23100_13067	0	0	1
Cc06_g23100	Cc06_g23110_13068	0	0	1
Cc06_g23110	Cc06_g23120_13069	0	0	1
Cc06_g23120	Cc06_g23130_13070	0	0	1
Cc06_g23130	Cc06_g23140_13071	0	0	1
Cc06_g23140	Cc06_g23150_13072	0	0	1
Cc06_g23150	Cc06_g23220_13073	0	0	1
Cc06_g23220	Cc06_g23260_13074	0	1	1
Cc06_g23260	Cc06_g23290_13075	0	0	2
Cc06_g23290	Cc06_g23300_13076	0	0	1
Cc06_g23300	Cc06_g23320_13077	0	0	1
Cc06_g23320	Cc06_g23330_13078	1	1	1
Cc06_g23330	Cc06_g23340_13079	0	0	1
Cc06_g23340	Cc06_g23350_13080	0	1	2
Cc06_g23350	Cc06_g23380_13081	2	1	1
Cc06_g23380	Cc06_g23390_13082	0	0	1
Cc06_g23390	Cc06_g23410_13083	0	0	1
Cc06_g23410	Cc06_g23420_13084	0	0	1
Cc06_g23420	Cc06_g23460_13085	0	0	1
Cc06_g23460	Cc06_g23530_13086	0	0	1
Cc06_g23530	Cc06_g23600_13087	0	0	1
Cc06_g23600	Cc06_g23610_13088	0	0	1
Cc06_g23610	Cc06_g23640_13089	0	0	1
Cc06_g23640	Cc06_g23670_13090	0	0	1
Cc06_g23670	Cc06_g23680_13091	1	0	1
Cc06_g23680	Cc06_g23690_13092	0	0	1
Cc06_g23690	Cc06_g23710_13093	0	0	1
Cc06_g23710	Cc06_g23720_13094	0	0	1
Cc06_g23720	Cc06_g23740_13095	0	0	1
Cc06_g23740	Cc06_g23770_13096	0	0	1
Cc06_g23770	Cc06_g23780_13097	2	4	3
Cc06_g23780	Cc06_g23810_13098	0	0	1
Cc06_g23810	Cc06_g23830_13099	0	0	1
Cc06_g23830	Cc06_g23840_13100	0	0	2
Cc06_g23840	Cc06_g23870_13101	0	0	1
Cc06_g23870	Cc07_g00010_13102	0	0	1
Cc07_g00010	Cc07_g00060_13103	0	0	1
Cc07_g00060	Cc07_g00110_13104	4	1	1
Cc07_g00110	Cc07_g00130_13105	0	0	1
Cc07_g00130	Cc07_g00170_13106	0	0	1
Cc07_g00170	Cc07_g00220_13107	0	0	1
Cc07_g00220	Cc07_g00230_13108	0	0	1
Cc07_g00230	Cc07_g00240_13109	0	0	1
Cc07_g00240	Cc07_g00290_13110	0	0	1
Cc07_g00290	Cc07_g00320_13111	0	0	1
Cc07_g00320	Cc07_g00330_13112	1	0	1
Cc07_g00330	Cc07_g00340_13113	0	0	1
Cc07_g00340	Cc07_g00440_13114	0	0	1
Cc07_g00440	Cc07_g00450_13115	0	0	1
Cc07_g00450	Cc07_g00560_13116	0	0	1
Cc07_g00560	Cc07_g00650_13117	1	1	1
Cc07_g00650	Cc07_g00700_13118	1	0	1
Cc07_g00700	Cc07_g00710_13119	0	0	1
Cc07_g00710	Cc07_g00770_13120	0	0	1
Cc07_g00770	Cc07_g00790_13121	0	0	1
Cc07_g00790	Cc07_g00800_13122	1	3	1
Cc07_g00800	Cc07_g00810_13123	2	1	1
Cc07_g00810	Cc07_g00840_13124	4	2	2
Cc07_g00840	Cc07_g00940_13125	1	0	1
Cc07_g00940	Cc07_g00970_13126	0	0	1
Cc07_g00970	Cc07_g01040_13127	0	0	1
Cc07_g01040	Cc07_g01110_13128	0	0	1
Cc07_g01110	Cc07_g01130_13129	0	0	1
Cc07_g01130	Cc07_g01140_13130	7	6	4
Cc07_g01140	Cc07_g01180_13131	0	0	1
Cc07_g01180	Cc07_g01190_13132	0	0	1
Cc07_g01190	Cc07_g01260_13133	0	0	1
Cc07_g01260	Cc07_g01270_13134	0	0	1
Cc07_g01270	Cc07_g01300_13135	6	5	4
Cc07_g01300	Cc07_g01330_13136	0	0	1
Cc07_g01330	Cc07_g01340_13137	1	1	1
Cc07_g01340	Cc07_g01350_13138	0	0	1
Cc07_g01350	Cc07_g01360_13139	0	0	1
Cc07_g01360	Cc07_g01390_13140	0	0	1
Cc07_g01390	Cc07_g01400_13141	0	0	1
Cc07_g01400	Cc07_g01440_13142	0	0	1
Cc07_g01440	Cc07_g01450_13143	0	0	1
Cc07_g01450	Cc07_g01460_13144	0	0	2
Cc07_g01460	Cc07_g01470_13145	0	0	1
Cc07_g01470	Cc07_g01480_13146	0	0	1
Cc07_g01480	Cc07_g01500_13147	0	0	1
Cc07_g01500	Cc07_g01510_13148	0	0	1
Cc07_g01510	Cc07_g01530_13149	0	0	1
Cc07_g01530	Cc07_g01540_13150	0	0	1
Cc07_g01540	Cc07_g01550_13151	1	1	1
Cc07_g01550	Cc07_g01580_13152	3	2	2
Cc07_g01580	Cc07_g01630_13153	1	0	1
Cc07_g01630	Cc07_g01690_13154	0	0	1
Cc07_g01690	Cc07_g01700_13155	0	0	1
Cc07_g01700	Cc07_g01710_13156	0	0	1
Cc07_g01710	Cc07_g01720_13157	0	0	1
Cc07_g01720	Cc07_g01730_13158	0	0	1
Cc07_g01730	Cc07_g01740_13159	0	0	1
Cc07_g01740	Cc07_g01800_13160	0	0	1
Cc07_g01800	Cc07_g01810_13161	0	0	1
Cc07_g01810	Cc07_g01850_13162	0	0	1
Cc07_g01850	Cc07_g01860_13163	0	0	1
Cc07_g01860	Cc07_g01870_13164	0	0	1
Cc07_g01870	Cc07_g01880_13165	0	0	1
Cc07_g01880	Cc07_g01950_13166	0	0	1
Cc07_g01950	Cc07_g01970_13167	0	0	1
Cc07_g01970	Cc07_g02040_13168	0	0	1
Cc07_g02040	Cc07_g02050_13169	3	1	1
Cc07_g02050	Cc07_g02060_13170	0	0	1
Cc07_g02060	Cc07_g02070_13171	2	0	1
Cc07_g02070	Cc07_g02100_13172	0	0	1
Cc07_g02100	Cc07_g02160_13173	0	0	2
Cc07_g02160	Cc07_g02170_13174	5	1	1
Cc07_g02170	Cc07_g02220_13175	3	2	1
